alibaba/qwen3.7-max,alibaba/qwen3.7-plus,anthropic/claude-fruitcake-eap,anthropic/claude-queso-eap,anthropic/claude-queso-eap-max-effort,anthropic/claude-sonnet-4-6,anthropic/claude-sonnet-5,google/gemini-3.1-flash-lite,google/gemini-3.1-pro-preview,google/gemma-4-31b-it,grok/v9-carrot,grok/v9-potato,grok/v9-stickynote,kimi/kimi-k2.7-code,meta/blue_tower,meta/super_nova_xhigh,minimax/MiniMax-M2.1,minimax/MiniMax-M2.5,minimax/MiniMax-M2.7,minimax/MiniMax-M3,mistralai/mistral-medium-3.5,mistralai/mistral-small-2603,nvidia/nemotron-3-ultra-550b-a55b,openai/gpt-5.4-mini,openai/gpt-5.5,openai/gpt-5.6-luna,openai/iris-alpha-code-mode,openai/kindle-alpha,openai/mercury-alpha,openai/nova-alpha,poolside/laguna-m.1,poolside/laguna-m.1:fast,poolside/laguna-xs.2,poolside/laguna-xs.2:fast,xiaomi/mimo-v2.5,xiaomi/mimo-v2.5-pro,zai/glm-5.1-thinking,zai/glm-5.2
-4.407544319402448285e-01,-1.851328991958259562e-01,5.420682976342797860e-02,4.173096758904407122e-01,1.310752726359206422e-01,nan,1.739283369230322784e-01,-4.400382451362493952e-01,nan,-4.407544319402448285e-01,-8.430171542800291018e-02,2.450643795610165862e-02,1.041114003386854475e-01,-2.264210769192548378e-02,-1.156703065868115859e-01,1.038457316045159895e-01,-4.407544319402448285e-01,-4.137189808041465966e-01,nan,-4.407544319402448285e-01,-4.407544319402448285e-01,nan,-4.407544319402448285e-01,nan,nan,1.000000000000000000e+00,-9.380153635065420492e-02,3.582819463688039635e-02,8.777398671202078784e-02,2.114621358107420523e-01,-4.407544319402448840e-01,-4.407544319402448840e-01,-4.407544319402448840e-01,-1.783184590225491695e-01,-4.407544319402448840e-01,-4.407544319402448840e-01,nan,-3.596308348676011124e-02
-4.504462052653289694e-01,-2.216915451977622686e-01,2.813649691403982689e-02,1.802563117318375097e-01,2.951594326986712868e-01,nan,1.348911100019638820e-01,-4.639355929214903917e-01,nan,-4.504462052653289694e-01,8.894644356312242373e-02,-6.073043877157478093e-02,1.297194651875849536e-01,4.666152276759269468e-02,-1.964536490161347126e-01,-2.771163284530462484e-02,-4.504462052653289694e-01,-4.449507646299801222e-01,nan,-4.504462052653289694e-01,-4.504462052653289694e-01,nan,-4.504462052653289694e-01,nan,nan,-9.380153635065420492e-02,1.000000000000000000e+00,7.627644903994033887e-02,1.349114353399205046e-01,6.264672501825131745e-02,-4.504462052653289694e-01,-4.504462052653289694e-01,-4.504462052653289694e-01,-2.621102917302656765e-01,-4.504462052653289694e-01,-4.504462052653289694e-01,nan,7.996112433543255127e-02
-2.490827574043836257e-01,-3.510615637461955152e-01,2.421410271894526012e-01,-1.730207212506781611e-01,-1.014229224222691211e-01,nan,-4.915727374727544424e-02,-2.594603966569984377e-01,nan,-2.490827574043836257e-01,-1.118944468532274972e-01,-8.693526727940177612e-02,-4.527939794099370384e-03,1.406115906487223968e-02,-2.981545697119968863e-01,-7.396710663916643280e-02,-2.490827574043836257e-01,-2.316735581532494703e-01,nan,-2.490827574043836257e-01,-2.490827574043836257e-01,nan,-2.490827574043836257e-01,nan,nan,3.582819463688039635e-02,7.627644903994033887e-02,1.000000000000000000e+00,7.897095879131532659e-02,3.958659702009412196e-01,-2.490827574043836534e-01,-2.490827574043836534e-01,-2.490827574043836534e-01,-3.731219626163700953e-01,-2.490827574043836534e-01,-2.490827574043836534e-01,nan,6.522505569092344746e-02
-1.665455493779406937e-01,1.553297850498537302e-01,5.913615405426006499e-02,-9.878344039353066652e-02,2.078530038827056670e-01,nan,-5.704322151100638116e-02,-1.651120080786194488e-01,nan,-1.665455493779406937e-01,-1.482606776459158282e-01,-6.373758356939454583e-02,-1.084026373408255722e-01,-1.247347038238525024e-01,-1.953552866614164940e-01,5.797558037969018779e-02,-1.665455493779406937e-01,-2.318645445512483305e-01,nan,-1.665455493779406937e-01,-1.665455493779406937e-01,nan,-1.665455493779406937e-01,nan,nan,8.777398671202078784e-02,1.349114353399205046e-01,7.897095879131532659e-02,1.000000000000000000e+00,1.123411251786941567e-01,-1.665455493779406937e-01,-1.665455493779406937e-01,-1.665455493779406937e-01,-2.755307563747789734e-01,-1.665455493779406937e-01,-1.665455493779406937e-01,nan,-2.447505990641659357e-01
-2.954556301422451292e-01,-1.295099544920553514e-01,2.825522282902654392e-01,9.891764715067746794e-02,-2.513635307984736500e-02,nan,2.451282079150508830e-02,-3.083867453257534974e-01,nan,-2.954556301422451292e-01,-1.629409919634139392e-01,-2.075581932235219251e-01,-3.299401756327869362e-01,-2.619744676884615542e-01,-7.060961696206974336e-02,1.034024808092366132e-01,-2.954556301422451292e-01,-3.794070122065000827e-01,nan,-2.954556301422451292e-01,-2.954556301422451292e-01,nan,-2.954556301422451292e-01,nan,nan,2.114621358107420523e-01,6.264672501825131745e-02,3.958659702009412196e-01,1.123411251786941567e-01,1.000000000000000000e+00,-2.954556301422451292e-01,-2.954556301422451292e-01,-2.954556301422451292e-01,-4.026267153588236059e-01,-2.954556301422451292e-01,-2.954556301422451292e-01,nan,-2.628771880681371811e-02
1.000000000000000000e+00,5.552878600373855056e-01,-3.892076768055505731e-01,-4.361297506962918957e-01,-4.679047645399622701e-01,nan,-4.473633389642227565e-01,1.000000000000000000e+00,nan,1.000000000000000000e+00,-4.152593833458055328e-01,-2.966039785683019514e-02,-4.066026041222898790e-01,-1.786802574145294753e-01,6.336225703427040834e-01,-3.239745915755629646e-01,1.000000000000000000e+00,9.999999999999998890e-01,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.000000000000000000e+00,nan,nan,-4.407544319402448840e-01,-4.504462052653289694e-01,-2.490827574043836534e-01,-1.665455493779406937e-01,-2.954556301422451292e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.524541251865582314e-01,1.000000000000000000e+00,1.000000000000000000e+00,nan,-2.785912549308565134e-01
1.000000000000000000e+00,5.552878600373855056e-01,-3.892076768055505731e-01,-4.361297506962918957e-01,-4.679047645399622701e-01,nan,-4.473633389642227565e-01,1.000000000000000000e+00,nan,1.000000000000000000e+00,-4.152593833458055328e-01,-2.966039785683019514e-02,-4.066026041222898790e-01,-1.786802574145294753e-01,6.336225703427040834e-01,-3.239745915755629646e-01,1.000000000000000000e+00,9.999999999999998890e-01,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.000000000000000000e+00,nan,nan,-4.407544319402448840e-01,-4.504462052653289694e-01,-2.490827574043836534e-01,-1.665455493779406937e-01,-2.954556301422451292e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.524541251865582314e-01,1.000000000000000000e+00,1.000000000000000000e+00,nan,-2.785912549308565134e-01
1.000000000000000000e+00,5.552878600373855056e-01,-3.892076768055505731e-01,-4.361297506962918957e-01,-4.679047645399622701e-01,nan,-4.473633389642227565e-01,1.000000000000000000e+00,nan,1.000000000000000000e+00,-4.152593833458055328e-01,-2.966039785683019514e-02,-4.066026041222898790e-01,-1.786802574145294753e-01,6.336225703427040834e-01,-3.239745915755629646e-01,1.000000000000000000e+00,9.999999999999998890e-01,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.000000000000000000e+00,nan,nan,-4.407544319402448840e-01,-4.504462052653289694e-01,-2.490827574043836534e-01,-1.665455493779406937e-01,-2.954556301422451292e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.524541251865582314e-01,1.000000000000000000e+00,1.000000000000000000e+00,nan,-2.785912549308565134e-01
5.524541251865582314e-01,2.385843297349465320e-01,-2.757946094383830760e-01,-1.732208477635744370e-01,-2.564447911061815688e-01,nan,-2.343901116445381849e-01,5.525381624587383245e-01,nan,5.524541251865582314e-01,-1.879811360205279891e-01,-1.622624010859556598e-01,-1.147711160638453937e-01,1.222191248752986514e-01,3.231580920808095891e-01,-1.193470998121862470e-01,5.524541251865582314e-01,5.209129618399580552e-01,nan,5.524541251865582314e-01,5.524541251865582314e-01,nan,5.524541251865582314e-01,nan,nan,-1.783184590225491695e-01,-2.621102917302656765e-01,-3.731219626163700953e-01,-2.755307563747789734e-01,-4.026267153588236059e-01,5.524541251865582314e-01,5.524541251865582314e-01,5.524541251865582314e-01,1.000000000000000000e+00,5.524541251865582314e-01,5.524541251865582314e-01,nan,-9.567582462256345871e-03
1.000000000000000000e+00,5.552878600373855056e-01,-3.892076768055505731e-01,-4.361297506962918957e-01,-4.679047645399622701e-01,nan,-4.473633389642227565e-01,1.000000000000000000e+00,nan,1.000000000000000000e+00,-4.152593833458055328e-01,-2.966039785683019514e-02,-4.066026041222898790e-01,-1.786802574145294753e-01,6.336225703427040834e-01,-3.239745915755629646e-01,1.000000000000000000e+00,9.999999999999998890e-01,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.000000000000000000e+00,nan,nan,-4.407544319402448840e-01,-4.504462052653289694e-01,-2.490827574043836534e-01,-1.665455493779406937e-01,-2.954556301422451292e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.524541251865582314e-01,1.000000000000000000e+00,1.000000000000000000e+00,nan,-2.785912549308565134e-01
1.000000000000000000e+00,5.552878600373855056e-01,-3.892076768055505731e-01,-4.361297506962918957e-01,-4.679047645399622701e-01,nan,-4.473633389642227565e-01,1.000000000000000000e+00,nan,1.000000000000000000e+00,-4.152593833458055328e-01,-2.966039785683019514e-02,-4.066026041222898790e-01,-1.786802574145294753e-01,6.336225703427040834e-01,-3.239745915755629646e-01,1.000000000000000000e+00,9.999999999999998890e-01,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.000000000000000000e+00,nan,nan,-4.407544319402448840e-01,-4.504462052653289694e-01,-2.490827574043836534e-01,-1.665455493779406937e-01,-2.954556301422451292e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.524541251865582314e-01,1.000000000000000000e+00,1.000000000000000000e+00,nan,-2.785912549308565134e-01
nan,nan,nan,nan,nan,-3.090546281144898599e-02,nan,nan,-5.105442353016353962e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.381327456458718683e-01,nan,nan,-5.105442353016353962e-01,nan,-3.299389467930979314e-01,-5.105442353016353962e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,nan
-2.785912549308565134e-01,-3.675701344532908421e-01,-5.133781607168041994e-02,1.038493064181408160e-01,2.367475319924773614e-02,nan,1.963048413971938411e-01,-2.772382355716786484e-01,nan,-2.785912549308565134e-01,3.043063046890744916e-01,-1.530485472083436826e-01,6.104719753790664727e-02,1.668248309977124755e-01,-2.792896785579559449e-01,3.890563840057208178e-02,-2.785912549308565134e-01,-2.292805033683555094e-01,nan,-2.785912549308565134e-01,-2.785912549308565134e-01,nan,-2.785912549308565134e-01,nan,nan,-3.596308348676011124e-02,7.996112433543255127e-02,6.522505569092344746e-02,-2.447505990641659357e-01,-2.628771880681371811e-02,-2.785912549308565134e-01,-2.785912549308565134e-01,-2.785912549308565134e-01,-9.567582462256345871e-03,-2.785912549308565134e-01,-2.785912549308565134e-01,nan,1.000000000000000000e+00
