alibaba/qwen3.6-27b,alibaba/qwen3.6-max-preview,alibaba/qwen3.6-plus,alibaba/qwen3.7-max,alibaba/qwen3.8-max-cn,anthropic/claude-fruitcake-eap,anthropic/claude-nectarine-v5-p,anthropic/claude-nougat-p,anthropic/claude-queso-eap-max-effort,anthropic/claude-sonnet-5,arcee-ai/trinity-large-thinking,cohere/command-a-plus-05-2026,deepseek/deepseek-reasoner,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-pro,google/models/ajax,grok/grok-4.3,grok/grok-experimental-0410-1p5m,grok/v9-carrot,grok/v9-potato,kimi/kimi-k2.6-thinking,kimi/kimi-k2.7-code,meta/blue_tower,meta/emerald_lagoon,meta/glassy_lagoon,meta/quiet_sand,meta/super_nova_vals,minimax/MiniMax-M3,mistralai/mistral-medium-3.5,nvidia/nemotron-3-ultra-550b-a55b,openai/crest-alpha,openai/gpt-5-mini-2025-08-07,openai/gpt-5.6-luna,openai/iris-alpha,openai/iris-alpha-code-mode,openai/kindle-alpha,openai/nova-alpha,openai/summit-alpha,poolside/laguna-m.1,poolside/laguna-m.1:fast,poolside/laguna-xs.2,poolside/laguna-xs.2:fast,xiaomi/mimo-v2.5,xiaomi/mimo-v2.5-pro,zai/glm-5-turbo,zai/glm-5.1-thinking,zai/glm-5.2
-5.470294786115215135e-02,9.279549826307234572e-02,5.163106897356530695e-02,1.446434222271119341e-01,-9.402014111185699741e-02,-7.321029238934646799e-02,-2.696345625264481294e-01,-1.217496332114255120e-01,-1.180970404462642342e-01,-1.904560705383549213e-01,1.000000000000000000e+00,2.183173779170466677e-01,nan,-7.761357171934574195e-02,-2.837196586063557222e-02,-1.415441224540378296e-01,1.123937418810171257e-01,1.501105356875529276e-02,-2.153367725685425838e-01,-2.542383568552078477e-01,-1.483102985522994632e-01,-1.231525429379329850e-01,-1.020302208390253401e-01,-7.989958802326403708e-02,-3.919388393037498419e-02,1.871473038141322973e-02,-1.987773356702003391e-01,1.440843753759899759e-01,1.169330217218200463e-01,5.627397924599328305e-02,-1.469516551745248256e-01,1.841235364451090095e-01,-4.095142482920425403e-02,-1.465117582705313393e-01,-1.253082339756072527e-01,-4.115949113243763668e-02,-1.346880854611408884e-01,-1.522375575312793772e-01,1.134032891181352976e-01,4.538261228625703469e-02,2.088425676399724429e-01,7.807693190301914776e-02,1.945440531969958855e-03,-9.007498583155425231e-02,1.063930534032198477e-01,1.067809493268188081e-01,-1.727677033384670269e-01
-8.038802258251567107e-03,-4.463055723917092044e-02,-1.640916081842171831e-02,1.035766838457984618e-01,-4.606511710329518061e-02,4.553110471875264527e-03,-1.023544711656742129e-01,-1.102794036590227789e-01,-4.931614489722892930e-02,-2.751243808786667591e-02,2.183173779170466677e-01,1.000000000000000000e+00,1.447556738684255828e-01,-6.453650444743663783e-02,-1.615085178866730031e-01,-1.447725028386439017e-01,7.834878827156667447e-02,-6.886258471966408279e-02,-1.172771246167408216e-01,-1.269806838898941415e-01,-1.043548597795437988e-01,-1.522687860734419918e-01,-1.136103732031236019e-01,-1.835155248114032911e-01,-2.130747094705014166e-01,-7.852817295219932658e-02,-1.261000014811262671e-01,-2.726634820383535066e-02,9.241605318395793023e-02,5.334343663664387059e-02,-1.404467040074007522e-01,1.943668306289624281e-01,-1.345964032385941166e-02,-8.521340089025002118e-02,-3.624485743385037068e-02,2.454569511443431551e-02,-4.975542453247858848e-02,-8.521346087198582164e-02,6.003635126773826380e-02,2.613076838213711228e-02,1.366814495399225060e-01,7.293512241351493564e-02,-3.434195934456024668e-02,-1.077314756319268096e-01,2.029160603476936817e-02,-1.097704429587087194e-01,-8.572788365937632216e-02
4.844142232387199654e-02,-9.418044789612693701e-02,4.916814761023906993e-02,1.861494622739786053e-01,-5.667931060510997821e-01,-2.848252773076200284e-01,-9.794580551308247618e-02,-2.607171740610664812e-01,-1.402050392844993720e-01,-3.724587874946598820e-01,nan,1.447556738684255828e-01,1.000000000000000000e+00,2.932170772316924356e-01,2.893694317521964265e-01,4.549638359172767377e-01,5.286820110988961208e-01,3.456917264199558804e-01,-1.383915056180018421e-01,1.381121169808924992e-02,1.206858488428646375e-01,-1.909702541604538575e-02,-2.115936688262470139e-02,1.406394922297961869e-01,-2.559297005736358432e-01,1.706634014098642668e-02,-2.124132672686274148e-01,2.510853518760648440e-01,-6.070675746314707633e-02,3.530614459972686303e-01,-3.564677935453140767e-02,2.886880158526476947e-01,-3.863301888694851138e-01,-4.806404350267834968e-01,-3.783803994087021616e-01,-2.848252773076200284e-01,-4.420594577877869913e-01,-2.021303556838392468e-01,1.490519380799725790e-01,4.013096366746222998e-02,-9.328384468168303412e-02,-1.449831622919447137e-02,-1.873808992601369572e-01,3.180166877792206526e-02,nan,1.338985315528153641e-01,-3.940650361068711582e-01
-5.573807172889042039e-02,-6.928633343366906450e-02,-1.161193094267547743e-01,-4.639194563729471393e-02,-1.633574944044605681e-01,-2.399335093659310802e-01,-1.833806397736877647e-01,-1.955886934561978097e-01,-2.275290783116159232e-01,4.617831711211329293e-01,-7.761357171934574195e-02,-6.453650444743663783e-02,2.932170772316924356e-01,1.000000000000000000e+00,-7.826642917452825143e-02,-1.354009599250612650e-01,-6.833012892601954269e-02,-9.564688336911116029e-02,-1.471935867566029343e-01,-2.326613776402852996e-01,-8.216115075970137349e-02,-9.605147798707974749e-02,-9.131307515142322861e-02,-1.521633333935068499e-01,-1.910386543273126791e-01,-7.326186844452570179e-02,5.314542330622602506e-01,7.492040975144745492e-03,-9.562407564401528837e-02,-5.457763418076171796e-02,-1.109628726529101467e-01,1.306563949097490351e-01,-2.272639806143377239e-01,-1.828355868454545341e-01,-2.330049982979934542e-01,-2.091034812391056319e-01,4.446946687317049896e-01,-1.266608219346199160e-01,-8.030689307574721825e-02,4.877095471745267474e-01,-4.187643846671011000e-02,5.105638411606912008e-01,-8.470956432755614995e-02,-3.488739535584752666e-02,-1.758937666693871915e-01,-1.351721685595759781e-01,-1.598129265410071775e-01
4.456782686864559084e-02,3.447649572481074377e-03,1.777870957252608575e-01,8.778577192089895287e-02,-8.726984606081412965e-02,-2.696624977681368884e-01,6.804217805806998809e-02,-9.184277472827009556e-03,-1.518139919949820782e-01,-4.222474681407087926e-01,-2.837196586063557222e-02,-1.615085178866730031e-01,2.893694317521964265e-01,-7.826642917452825143e-02,1.000000000000000000e+00,2.643532884453545506e-01,1.435467179531283166e-01,1.669270733685910280e-01,-3.182664865208217897e-02,-8.332914858321077700e-02,2.152647813685262812e-01,1.773270148150320191e-01,2.894407672316162139e-01,2.129787363585935733e-01,2.717878229324185435e-01,1.731512996651856651e-01,-1.757937611517736698e-01,4.750759022278234350e-02,1.310181277792265286e-01,1.207852887197170821e-01,7.109642774212460159e-02,-1.966440683991067112e-02,-2.078356953626201986e-01,-1.171191854635006968e-01,-1.402093331000849874e-01,-2.964134727566667959e-01,-4.152555573039162229e-01,3.479713403739188859e-02,-1.503806550854312057e-02,-1.726846962964563303e-01,-1.256937237503445194e-02,-2.017732153068611811e-01,1.019809091022423064e-01,2.574333089501548710e-01,4.365574581684691924e-02,1.678253645805827254e-01,-9.678948471306327017e-02
4.772262343903280885e-02,7.909925297878747652e-03,-8.463477903350995202e-03,-4.773304866178585543e-02,-2.171772771414679989e-02,-1.396177102075209508e-01,7.998675914861952396e-02,2.161003685829016030e-02,-2.150506175583333582e-02,-1.303778298645067724e-01,-1.415441224540378296e-01,-1.447725028386439017e-01,4.549638359172767377e-01,-1.354009599250612650e-01,2.643532884453545506e-01,1.000000000000000000e+00,6.601265671469619747e-03,6.586340320721098540e-02,1.436627285550541866e-01,1.544598474125223886e-01,2.388477629523751665e-03,1.316984350797495706e-01,1.892560969414029681e-01,2.968986948305654128e-01,1.097446424312156360e-01,1.547836064700179037e-01,-8.830274188429752813e-02,3.218697537129650704e-02,-8.937035812936865165e-02,1.543120628107600562e-02,1.264803526913952370e-01,-1.255015259039052311e-01,-9.589223288242067211e-02,-4.925021091254332822e-02,-1.188263274516653673e-01,-1.482067888056229354e-01,-2.530810495659020498e-01,9.126566254277215795e-02,-4.238934274264997276e-02,-1.407738784671583310e-01,-4.893311572111976732e-02,-1.458208009650441006e-01,-1.237721294616252188e-01,1.762817568042110775e-02,8.162423772356510593e-03,9.981172210532018862e-02,-1.316937112971138524e-01
2.020372635972888242e-01,1.314624206941100715e-01,1.531069094190749824e-01,8.502456305783027968e-02,-1.269831604567751848e-01,-2.361724315725679257e-01,-8.050801364055683307e-02,-2.033662615487440845e-02,-1.517349469671045170e-01,-3.313551404971873948e-01,1.123937418810171257e-01,7.834878827156667447e-02,5.286820110988961208e-01,-6.833012892601954269e-02,1.435467179531283166e-01,6.601265671469619747e-03,1.000000000000000000e+00,7.410117294710424907e-02,-1.708860870608019389e-01,-1.006765660358355796e-01,1.197719498206207822e-01,6.411237995466531614e-02,-8.708186779007059952e-02,-3.433889962149497960e-02,-1.439507947840940397e-02,3.179720246898747743e-02,-2.218229587769070532e-01,7.079525524320320895e-02,1.331906762115558918e-01,1.667180818925509400e-01,-1.402938014350545437e-01,1.007389941901457031e-01,-1.983425299798514674e-01,-2.156878613869968042e-01,-1.851835682862932042e-01,-2.357523986737355692e-01,-2.460591577479742387e-01,-2.804976264516742188e-02,8.220198002691497807e-02,-6.396115818285712240e-02,5.043816502721249623e-02,4.749500233687417756e-03,1.504499223505077199e-01,1.358633515699619043e-01,1.257758411218317940e-01,1.003450148469533787e-01,-1.481623667111587606e-01
7.037466347257401167e-02,6.308641680206426849e-02,1.571188994185923338e-01,9.246644669103866454e-02,-1.198897404697494284e-01,-1.832874656200754460e-01,-7.292421817683764074e-02,-1.482938493103890497e-02,-1.196983200198229041e-01,-2.331285736415405485e-01,1.501105356875529276e-02,-6.886258471966408279e-02,3.456917264199558804e-01,-9.564688336911116029e-02,1.669270733685910280e-01,6.586340320721098540e-02,7.410117294710424907e-02,1.000000000000000000e+00,-5.772799331821635823e-04,-6.932431044137959963e-02,1.961174313720826304e-02,1.521497885109609691e-02,1.901763036217023195e-01,5.522068531721727874e-02,1.021699709419005841e-01,1.470795553057270381e-02,-8.897740222229981455e-02,-3.856459300608111596e-02,1.180345495874026290e-01,1.375713355978314643e-02,-5.156012502964808786e-02,5.777918306768740908e-02,-1.675881238064072520e-01,-1.562097586570209140e-01,-1.279819402580641696e-01,-2.062448702358968822e-01,-2.323673865922945003e-01,-4.778989034924296248e-02,1.098522472234541997e-01,6.684184620846403933e-03,-3.944827331674842508e-02,-1.077635130498000027e-01,1.068968693643407020e-01,1.416734783282603063e-02,-3.018032436568131392e-03,7.774885984375611014e-02,-9.113155234715979158e-02
-1.072268231802336880e-01,-1.345665721116603986e-01,-1.589527993608483847e-01,-1.643620823685221777e-01,7.223730887401037803e-02,2.401079281788705277e-01,9.320416397919620288e-02,9.962116991973359037e-02,1.300937319352309385e-01,5.864199998668593455e-02,-2.153367725685425838e-01,-1.172771246167408216e-01,-1.383915056180018421e-01,-1.471935867566029343e-01,-3.182664865208217897e-02,1.436627285550541866e-01,-1.708860870608019389e-01,-5.772799331821635823e-04,1.000000000000000000e+00,4.137477698204210519e-01,5.518960516289735108e-02,8.780030293777996153e-03,-1.307026900015207348e-02,4.152041815237447059e-02,1.978443923848001093e-02,1.434572384030871790e-02,-4.022579410646059950e-02,-9.287387604559733945e-02,-1.548511441536563893e-01,-1.017529258815584731e-01,1.713235183629767400e-01,-2.218732943983776629e-01,2.163184344811166504e-01,2.053366210807924530e-01,1.398426427124013771e-01,2.008363297837874872e-01,1.429409454436522675e-02,9.684911375601806816e-02,-1.999181515581067159e-01,-2.110188792087289433e-01,-2.267850227177496125e-01,-1.730889879941276965e-01,-1.365880620485168673e-01,-2.663473104953722678e-02,-5.676647226190576628e-02,-1.020872544899627116e-01,7.891163119958430339e-02
-1.206352105232885580e-01,-1.158672558710698713e-01,-1.640633291570383623e-01,-2.245088484643328608e-01,7.330722321304887490e-02,2.372138847384035742e-01,8.678128892033525055e-02,1.191931982531456574e-01,2.440099535984619761e-01,8.174087446090272380e-02,-2.542383568552078477e-01,-1.269806838898941415e-01,1.381121169808924992e-02,-2.326613776402852996e-01,-8.332914858321077700e-02,1.544598474125223886e-01,-1.006765660358355796e-01,-6.932431044137959963e-02,4.137477698204210519e-01,1.000000000000000000e+00,-7.400118636691740970e-02,-8.831545318531670852e-02,-5.159726125448550749e-02,1.453056790337584102e-03,9.181263316637152533e-03,-8.973380627356071504e-02,2.881794233865470414e-02,-2.447703156858540077e-02,-1.229708854683323471e-01,-9.299077388031075364e-02,1.300583540649422609e-01,-2.514012406737014538e-01,1.851755730496881802e-01,2.532730164686726737e-01,2.927179121195300215e-01,2.300302677901341353e-01,1.299386366890041555e-01,2.867212464475079464e-02,-2.334041732309218298e-01,-2.714912455261607738e-01,-1.518052535823442295e-01,-2.757019263971518530e-01,-1.204948248332966126e-01,-1.281209911187146215e-02,-1.762477511789935503e-01,-1.669275656212003689e-01,3.008239724957266215e-01
1.471875693225096204e-01,9.937043751386484547e-02,4.919647286584037833e-03,2.638534955089048145e-02,-2.006541371688491324e-02,-1.835408100014768451e-01,-2.697665519775536286e-02,6.706382778130597078e-02,-9.559313967186414129e-02,-2.744234390992731365e-01,-1.483102985522994632e-01,-1.043548597795437988e-01,1.206858488428646375e-01,-8.216115075970137349e-02,2.152647813685262812e-01,2.388477629523751665e-03,1.197719498206207822e-01,1.961174313720826304e-02,5.518960516289735108e-02,-7.400118636691740970e-02,1.000000000000000000e+00,1.934917702782570081e-01,6.426458053927439074e-02,1.435192073723219053e-01,2.639547933781764000e-01,8.743655492796768847e-02,-1.747413182581775415e-01,-2.934986699173318045e-02,7.188588531994669073e-02,8.914932934223927796e-02,8.428693964335984279e-02,-4.484924628121057799e-02,-1.510447112972588546e-01,-1.272842183962387963e-01,-6.100578138739064932e-02,-1.890923002735690472e-01,-2.939372503925115621e-01,1.214702585889097450e-02,-1.196119407311340734e-02,-1.294940888324256356e-01,-1.561262742091584221e-01,-1.816507750209880034e-01,1.302581646883252953e-01,1.768996654076580854e-01,1.323263178514140770e-01,1.250870539760990940e-01,-2.270447959886330667e-03
