alibaba/qwen3.6-plus,alibaba/qwen3.7-max,alibaba/qwen3.7-plus,anthropic/claude-fruitcake-eap-high,anthropic/claude-haiku-4-5-20251001-thinking,anthropic/claude-opus-4-7,anthropic/claude-sonnet-4-6,anthropic/claude-sonnet-5-high,cohere/command-a-plus-05-2026,deepseek/deepseek-v4-pro,google/gemini-3-flash-preview,google/gemini-3.1-flash-lite,google/gemini-3.1-pro-preview,google/gemini-3.5-flash,grok/grok-4.20-0309-reasoning,grok/grok-4.3,grok/v9-carrot,grok/v9-potato,grok/v9-stickynote,grok/v9m-exp-0805-row17-47p8-api-medium,kimi/kimi-k2.6,kimi/kimi-k2.6-thinking,kimi/kimi-k2.7-code,meta/blue_tower,meta/emerald_lagoon,meta/glassy_lagoon,meta/super_nova,meta/super_nova_dist,meta/super_nova_max,meta/super_nova_vals,meta/super_nova_xhigh,minimax/MiniMax-M2.7,minimax/MiniMax-M3,mistralai/mistral-medium-3.5,nvidia/nemotron-3-ultra-550b-a55b,openai/firefly-alpha-high,openai/gpt-5.4-mini-2026-03-17,openai/gpt-5.4-nano-2026-03-17,openai/gpt-5.5-high,openai/gpt-5.6-luna,openai/iris-alpha,openai/iris-alpha-code-mode,openai/joule-alpha-high,openai/kindle-alpha,openai/nova-alpha,poolside/laguna-m.1,poolside/laguna-m.1:fast,poolside/laguna-xs.2,poolside/laguna-xs.2:fast,xiaomi/mimo-v2.5,xiaomi/mimo-v2.5-pro,zai/glm-5.1-thinking,zai/glm-5.2-high,zai/glm-5.2-max-tokens-48k-top-p-1
5.654700440235599368e-01,5.334876343659911146e-01,5.499257395217547195e-01,2.886546200909651527e-01,6.746927203553587660e-01,3.900607029450601226e-01,5.000085682755622818e-01,4.510505908766611061e-01,2.855589991834631136e-01,4.597075076002133942e-01,1.000000000000000000e+00,5.789234842650264889e-01,5.388904215742398307e-01,4.043237163627735331e-01,4.866137507279351682e-01,5.731523998994219049e-01,3.889295534359982209e-01,3.652156221884122478e-01,4.254753588586946411e-01,4.030132182139735675e-01,5.467132734597823784e-01,5.467132734597823784e-01,4.854326880058028038e-01,5.642381555656614811e-01,4.105804170975800305e-01,4.876463286019303012e-01,4.063310845874415489e-01,5.022006578832927115e-01,4.070632421280352409e-01,4.616843818900596697e-01,4.009245450257660215e-01,5.453144791314092910e-01,5.272369880112091067e-01,4.064653421871738948e-01,4.408637399757360797e-01,3.937640782350698698e-01,5.025406504065039748e-01,4.054135161136330767e-01,1.457812572823272423e-01,2.296416513876309295e-01,2.462789805547610789e-01,2.717460547159849527e-01,2.094052169560911836e-01,6.562928877420831641e-02,3.251646120019427988e-01,4.731947501513559806e-01,4.682871626016242295e-01,4.696506152427089020e-01,4.216370213557839031e-01,5.880064914496505590e-01,4.707295318699767916e-01,4.104178075272315041e-01,4.598420861615379884e-01,4.688557928458850776e-01
5.932586610952258477e-01,4.674324065931558247e-01,5.582977106463327122e-01,2.799956409071382435e-01,7.305171528035090400e-01,3.954976101066842165e-01,4.450418287090836533e-01,4.453318813890353445e-01,4.206872154214599813e-01,4.700932794377108981e-01,5.789234842650264889e-01,1.000000000000000000e+00,4.706914807921181998e-01,3.078897817683705074e-01,5.963892368266080490e-01,5.881138428345789038e-01,4.552868191235750484e-01,4.131957349317837425e-01,4.202021973648691344e-01,3.523334267048412460e-01,5.268573559608935586e-01,5.416632620804133769e-01,3.644165617186093664e-01,6.263042419299721386e-01,4.181626855490715999e-01,4.622216305472430786e-01,5.281240647895284468e-01,4.453318813890353445e-01,5.388915819888814296e-01,4.760035068524813284e-01,4.273842555534071441e-01,5.065241539484169886e-01,6.644907710728740202e-01,5.466218597377678901e-01,6.008273023207295616e-01,2.941292563597576737e-01,5.199713216796862936e-01,4.244638656261405241e-01,1.702102815364503474e-01,2.328193451908634470e-01,2.595238431362077436e-01,2.405309438581972326e-01,2.752175962952221888e-01,1.417789559359231844e-01,3.711663640185315916e-01,6.060937965759011226e-01,5.058527931474896544e-01,4.956320094165511114e-01,3.563939004468969496e-01,5.237059719570590355e-01,5.480125286609340840e-01,5.268573559608935586e-01,3.977766907351679149e-01,3.580220026182038828e-01
4.880732924952129181e-01,5.477832234584456561e-01,4.586384888379369529e-01,4.146773014709962402e-01,5.297447795276692961e-01,4.382525028131230016e-01,4.086026222004952024e-01,5.884823492763704422e-01,3.025711416752230321e-01,3.617966726894757956e-01,5.388904215742398307e-01,4.706914807921181998e-01,1.000000000000000000e+00,5.048805973854432194e-01,4.424024970066830487e-01,4.321889756920282988e-01,5.922890393456636815e-01,6.219961851464369529e-01,4.917978446713843765e-01,5.765943891166745994e-01,4.745223288542665396e-01,4.745223288542665396e-01,5.406264470398104427e-01,5.915930303843961457e-01,4.818133709391917985e-01,5.434471869916438491e-01,2.912297844616858478e-01,4.778275485577367365e-01,3.509328089355333025e-01,4.629629629629629650e-01,3.460716064669187020e-01,4.547981891871430982e-01,4.920388306782998433e-01,3.202880774934536712e-01,4.424024970066830487e-01,4.666852345186086604e-01,5.388904215742396087e-01,3.492492226419454115e-01,3.863569705382230435e-01,4.123779500857204794e-01,4.706191372033700637e-01,4.389614026559953142e-01,5.002975305232068015e-01,2.767066223371666411e-01,5.994731415367060556e-01,2.957764978223668129e-01,3.295520788870334727e-01,3.087673907447182620e-01,1.564895199179839602e-01,5.101724828298235259e-01,3.817528733495452742e-01,5.720569414825106280e-01,6.219961851464369529e-01,6.582236831528337495e-01
3.940516187113167756e-01,3.987338160899587258e-01,3.240400005679782147e-01,3.325363758005972503e-01,4.412382545795838218e-01,3.568355584196569730e-01,4.630349795491421339e-01,3.481991795247382782e-01,1.974066974213273262e-01,3.240400005679781592e-01,4.043237163627735331e-01,3.078897817683705074e-01,5.048805973854432194e-01,1.000000000000000000e+00,3.330079109791591052e-01,3.361325877824790087e-01,5.369973736204582959e-01,4.681068615827757573e-01,3.902494184713017900e-01,4.737271502475327578e-01,4.858992041347728885e-01,3.407351477503764992e-01,3.568355584196569175e-01,5.162649588167971260e-01,3.788350203765485369e-01,4.463150164286619481e-01,3.513475667790968981e-01,4.076141188880864630e-01,4.193309519544421438e-01,4.073058236907995955e-01,3.169872032708746512e-01,4.298241658565863932e-01,3.390732873098114553e-01,2.615825313990080558e-01,3.199488541244789874e-01,4.264355981239364435e-01,4.043237163627735886e-01,3.410660062552344773e-01,4.605481664848979917e-01,2.844793455655434400e-01,3.209506495517271962e-01,3.645174349368768829e-01,2.945107752470131901e-01,1.770191726909010332e-01,5.071227382888690016e-01,2.446659076234562469e-01,2.430862174021988786e-01,2.407461483777216527e-01,2.091849062631551404e-01,4.525387303287447538e-01,3.261010050974069152e-01,3.263775786263757861e-01,5.058426479705092627e-01,4.671367928313752693e-01
5.799105039652088234e-01,5.113407280515339659e-01,5.275982661277708319e-01,2.686492743630641278e-01,6.087488880918174861e-01,4.314312604527739681e-01,5.720724601192622716e-01,5.693986233737299285e-01,3.673334485639204727e-01,4.117046637316908453e-01,4.866137507279351682e-01,5.963892368266080490e-01,4.424024970066830487e-01,3.330079109791591052e-01,1.000000000000000000e+00,5.361386441329231145e-01,4.694524261711076063e-01,4.980310034302104505e-01,5.719507492559723350e-01,4.715437577368832844e-01,4.003235246969010785e-01,5.842842044531794121e-01,4.794894261740956232e-01,5.940996675601530885e-01,5.352478179352005982e-01,4.329120402479315066e-01,4.345744680851064690e-01,5.177968731304857242e-01,4.973519739703666231e-01,5.155689901594201485e-01,4.961193778412911759e-01,5.220177515449688777e-01,6.215460068144458283e-01,5.158982449145362859e-01,6.999477815925244650e-01,3.648437606139909861e-01,4.408637399757360797e-01,4.259263838840887106e-01,1.874532699506415712e-01,3.318391778450134333e-01,2.416346433463943955e-01,2.630988623294477913e-01,2.104217880175259237e-01,1.810538780629678823e-01,2.852825792643376435e-01,4.616843818900596697e-01,4.336157225310159347e-01,5.658398819776440103e-01,4.572998659464502791e-01,4.835156062632389729e-01,5.792560152199511814e-01,5.382940345141097316e-01,4.026518341116935851e-01,3.250056469011092797e-01
4.911704139792531509e-01,2.853603674690836645e-01,5.595992805731806463e-01,2.186575824073489493e-01,6.811665380610868459e-01,3.110637187542456550e-01,5.618758671245415171e-01,3.666600786051238403e-01,5.285964128026555686e-01,4.811252243246882387e-01,5.731523998994219049e-01,5.881138428345789038e-01,4.321889756920282988e-01,3.361325877824790087e-01,5.361386441329231145e-01,1.000000000000000000e+00,3.255605770406218569e-01,4.624871893931049027e-01,3.180510556724139293e-01,2.617908690654595638e-01,5.396115327891337632e-01,4.745789978762495198e-01,4.624871893931049027e-01,5.724866639433991988e-01,4.432870370370370350e-01,4.354374062560830150e-01,4.766923091140006785e-01,4.209564317086701424e-01,5.251020507976086327e-01,3.594590142145099865e-01,4.312201928259560280e-01,5.595992805731806463e-01,5.838982126714648002e-01,4.089792638163703975e-01,6.266728490684219111e-01,2.448453637232123614e-01,4.284622637212899265e-01,3.985849056603772977e-01,2.305260303136165423e-01,2.420544176361346111e-01,1.439631914751338670e-01,2.270408706524399411e-01,2.866231207275663495e-01,7.880090480744171566e-02,3.868591317995597190e-01,5.381385713182244013e-01,5.974771050789096094e-01,5.936953039218392236e-01,5.387477981517334591e-01,4.695274098355545767e-01,4.863042241253675568e-01,4.259911480936811046e-01,2.773147003540838984e-01,2.615832748410997222e-01
4.807272013603010596e-01,4.935983985694197274e-01,4.688662475437123667e-01,4.854407091761895332e-01,4.586428365746522684e-01,4.994244103446204286e-01,4.131753953044814409e-01,6.149301314555193354e-01,1.899303430957381689e-01,3.099991306729366625e-01,3.889295534359982209e-01,4.552868191235750484e-01,5.922890393456636815e-01,5.369973736204582959e-01,4.694524261711076063e-01,3.255605770406218569e-01,1.000000000000000000e+00,5.935011564431512676e-01,6.536313131708294533e-01,6.294113401256329343e-01,4.158896007632116310e-01,4.692241461060441821e-01,3.874627667157256039e-01,5.477801250033781377e-01,5.047760783284710451e-01,6.522767552368561317e-01,3.856433255092539536e-01,6.149301314555194464e-01,4.589865088128363135e-01,6.086333081321109173e-01,4.447763748037875664e-01,4.127238618003608028e-01,4.792281292860514630e-01,3.573781716472115288e-01,3.978098715670284613e-01,4.555064681083570988e-01,3.889295534359981654e-01,3.123673441659506889e-01,3.961540092946542746e-01,5.062626591204830717e-01,3.860207730774749546e-01,2.911402964073584454e-01,4.272928359495329342e-01,2.446386792342844785e-01,4.181123379797208606e-01,2.568519747752405213e-01,2.843070950576427891e-01,2.829766976609469631e-01,2.000947418338310246e-01,4.865453943940100112e-01,4.169856006842793117e-01,3.625550554203790243e-01,5.379579357034662834e-01,4.967288556521241571e-01
4.377857721936018742e-01,4.990137507042649578e-01,2.842214183415208706e-01,1.946461560023325654e-01,4.068043640634317892e-01,4.764720708055985576e-01,4.577574607847318955e-01,5.632926618564627619e-01,3.278521426309796705e-01,2.842214183415208706e-01,3.652156221884122478e-01,4.131957349317837425e-01,6.219961851464369529e-01,4.681068615827757573e-01,4.980310034302104505e-01,4.624871893931049027e-01,5.935011564431512676e-01,1.000000000000000000e+00,4.875853794205626257e-01,4.607561129840535008e-01,4.475400120721295116e-01,4.475400120721295116e-01,4.764720708055985576e-01,5.164365400977617426e-01,4.641138576409867267e-01,4.321919872611384994e-01,3.855575568096942241e-01,4.564612949526508645e-01,4.166920103665247010e-01,4.542199791661351016e-01,4.076528147707247918e-01,4.479780229076942288e-01,4.698391054629519892e-01,3.716853973250355825e-01,4.503414187709520178e-01,4.609765183970659375e-01,4.125288541749750904e-01,2.944826528689296619e-01,3.947877726057145154e-01,3.646476025277120558e-01,3.638369361912684452e-01,3.332965863959261310e-01,3.308243625408071042e-01,2.378389310511015986e-01,4.875853794205627367e-01,2.705478296064106059e-01,3.716482152283669405e-01,3.865866445138463892e-01,3.598637460328731885e-01,4.140194624569187853e-01,4.558473905778561153e-01,4.950711112062817776e-01,4.060066740823136677e-01,4.409495102961897284e-01
5.191098350884398860e-01,4.913839663526222146e-01,4.463210472851882882e-01,2.234764625711357922e-01,5.266744831853682474e-01,5.062825632967276057e-01,4.872717915886835005e-01,4.063321549001753241e-01,2.176578291426864986e-01,2.962357580847533867e-01,4.254753588586946411e-01,4.202021973648691344e-01,4.917978446713843765e-01,3.902494184713017900e-01,5.719507492559723350e-01,3.180510556724139293e-01,6.536313131708294533e-01,4.875853794205626257e-01,1.000000000000000000e+00,5.862771739130434590e-01,4.053551782237653778e-01,4.557415062431998121e-01,4.533962391964825311e-01,4.917380700730287768e-01,5.036245788781723576e-01,3.853968253968254043e-01,4.724095829669010538e-01,4.063321549001753796e-01,3.854507636979523366e-01,3.975732839729453905e-01,3.935120623803545215e-01,4.427909441122878653e-01,4.962145387532882479e-01,3.703939756417444218e-01,4.185005482360773521e-01,4.757145204994087662e-01,4.254753588586945301e-01,2.507429436883993890e-01,3.798962952500650747e-01,4.655694693655008654e-01,1.860930698081758594e-01,2.282302370324545138e-01,3.563483225498992324e-01,1.860930698081758317e-01,3.324999999999999623e-01,2.551847653437147589e-01,2.341259741067026334e-01,3.291804799191294650e-01,2.946278254943947572e-01,4.316377722603587652e-01,4.088158089650856808e-01,5.061278342626343019e-01,5.925312047372013335e-01,4.576612047958067420e-01
5.523246284635721093e-01,6.117304941180796707e-01,4.261216495279404048e-01,4.015920683367347754e-01,4.610289884943122862e-01,4.796701260603159489e-01,4.607550937266353119e-01,6.090931740183919141e-01,1.468839205413836058e-01,4.261216495279403493e-01,4.030132182139735675e-01,3.523334267048412460e-01,5.765943891166745994e-01,4.737271502475327578e-01,4.715437577368832844e-01,2.617908690654595638e-01,6.294113401256329343e-01,4.607561129840535008e-01,5.862771739130434590e-01,1.000000000000000000e+00,3.805571399675197752e-01,4.859981309776288394e-01,4.796701260603158379e-01,5.204694905960403073e-01,4.791814575551482935e-01,5.611662626838993528e-01,3.994528861095607009e-01,4.886747534078592636e-01,4.783365558785470650e-01,5.367403739975304955e-01,3.893098135840039609e-01,3.700181237753753516e-01,5.526080262281443112e-01,4.061938971660348785e-01,4.529219281218772042e-01,5.025979391513564210e-01,5.078327996328545479e-01,3.564290082347439381e-01,3.747739428343859758e-01,4.640487139809215122e-01,4.067278590127759719e-01,5.900400175653651713e-01,4.145703444789036185e-01,3.049244501112927663e-01,4.680706521739130266e-01,3.521370335726267675e-01,2.155629636657183379e-01,2.587902667717010829e-01,2.940449805606029643e-01,4.415971151074004064e-01,4.085188179448572821e-01,5.230872671712903932e-01,6.266283136583128410e-01,5.408817180856889673e-01
6.538993389498739539e-01,4.235321978732391468e-01,5.056136606493785157e-01,2.030507633395412237e-01,6.561495371451000480e-01,5.199638940428592537e-01,5.919441565223054758e-01,3.268602252303067224e-01,3.994103155558996754e-01,5.509304942826057649e-01,5.467132734597823784e-01,5.268573559608935586e-01,4.745223288542665396e-01,4.858992041347728885e-01,4.003235246969010785e-01,5.396115327891337632e-01,4.158896007632116310e-01,4.475400120721295116e-01,4.053551782237653778e-01,3.805571399675197752e-01,1.000000000000000000e+00,4.979487179487179227e-01,4.720583178836310623e-01,5.848620217454877368e-01,4.941224080700593047e-01,5.032034628760613248e-01,5.883323661760161416e-01,3.268602252303067779e-01,5.908347974459046137e-01,3.445409294144679002e-01,3.909231951261157856e-01,5.465525033507526720e-01,5.730724488120818583e-01,4.631491170422271653e-01,5.122504127112700312e-01,3.748979204025382206e-01,5.012814514822653278e-01,3.890748424299444452e-01,2.803745806963637288e-01,1.558679992584169338e-01,2.073103783644055509e-01,2.352283303607054787e-01,3.504667010447558018e-01,8.632268213862133444e-02,3.549688502043307770e-01,4.943362403558232976e-01,5.339587814601618465e-01,3.922322702763680335e-01,4.094215734043357702e-01,5.332688299486855188e-01,4.658068111064917471e-01,4.979487179487179227e-01,4.475400120721294561e-01,4.516428364572909748e-01
6.077170421380049259e-01,5.245894783309290599e-01,6.868809951822875126e-01,4.241090867306013812e-01,6.010966888717899081e-01,5.199638940428592537e-01,5.338848332574992472e-01,5.836789736255476591e-01,3.279025517798626610e-01,5.509304942826057649e-01,5.467132734597823784e-01,5.416632620804133769e-01,4.745223288542665396e-01,3.407351477503764992e-01,5.842842044531794121e-01,4.745789978762495198e-01,4.692241461060441821e-01,4.475400120721295116e-01,4.557415062431998121e-01,4.859981309776288394e-01,4.979487179487179227e-01,1.000000000000000000e+00,4.720583178836310623e-01,6.244216650430314264e-01,6.347734559961848433e-01,6.208507381792699453e-01,4.966171346020755162e-01,4.809514742674512733e-01,4.530429365574603628e-01,4.944162337097615656e-01,5.056103343021070007e-01,5.923152248491982963e-01,6.219232066924297309e-01,6.320428645559391656e-01,5.842842044531795231e-01,3.405547487473123414e-01,5.467132734597823784e-01,5.317356179875906141e-01,2.388828488608509271e-01,3.658026727627203267e-01,2.678042264772976244e-01,2.942010667046570105e-01,3.028133194440900122e-01,8.632268213862133444e-02,3.549688502043307770e-01,4.447335161239960866e-01,4.381476291417054636e-01,4.949597696344644748e-01,4.094215734043357702e-01,5.803849514702560386e-01,5.587569230733200332e-01,5.892307692307692246e-01,4.950711112062817776e-01,4.023827721868265539e-01
4.861841992702814474e-01,4.969861976524961311e-01,3.570069622332923132e-01,2.085631246190267629e-01,4.419855885246309901e-01,3.966101694915253884e-01,4.657461385257541386e-01,4.746696774410520958e-01,1.885748906217891430e-01,3.094416633728686583e-01,4.854326880058028038e-01,3.644165617186093664e-01,5.406264470398104427e-01,3.568355584196569175e-01,4.794894261740956232e-01,4.624871893931049027e-01,3.874627667157256039e-01,4.764720708055985576e-01,4.533962391964825311e-01,4.796701260603158379e-01,4.720583178836310623e-01,4.720583178836310623e-01,1.000000000000000000e+00,5.918782913921692979e-01,5.352266635574460807e-01,5.037918615234610042e-01,2.894412253670509139e-01,4.208411573188709509e-01,3.465069769882232475e-01,4.019486323573338571e-01,4.296446006178790689e-01,3.520605873459494162e-01,4.916212902726319611e-01,4.521292586084558196e-01,5.094198582233064876e-01,3.749751615135183958e-01,4.377466954754313799e-01,3.443181787390562354e-01,2.392234450464781059e-01,2.052512089553401864e-01,2.504142239465266262e-01,2.851515930234166940e-01,4.068381021724861712e-01,5.992819034617730828e-02,4.005099150962375676e-01,3.225308187010920702e-01,3.576271186440677652e-01,2.789296042694841549e-01,3.045000927970465399e-01,4.140194624569187853e-01,3.823365193734223899e-01,5.199638940428592537e-01,5.263614993958317667e-01,5.118132777402517597e-01
6.322289655119969209e-01,6.163383832570084042e-01,6.936101678140393911e-01,3.379494462750854411e-01,7.206796905485657323e-01,4.650865043771163498e-01,6.599054081799538007e-01,5.030400274791607673e-01,4.394233637294684414e-01,5.021267595198749545e-01,5.642381555656614811e-01,6.263042419299721386e-01,5.915930303843961457e-01,5.162649588167971260e-01,5.940996675601530885e-01,5.724866639433991988e-01,5.477801250033781377e-01,5.164365400977617426e-01,4.917380700730287768e-01,5.204694905960403073e-01,5.848620217454877368e-01,6.244216650430314264e-01,5.918782913921692979e-01,1.000000000000000000e+00,7.143877373472905523e-01,7.289854040231295018e-01,6.433875851492091291e-01,5.748096812051110005e-01,6.611619691174904778e-01,6.293662232304281234e-01,6.478143518827724767e-01,4.892936798141767074e-01,6.551291864220737393e-01,4.598520374187060611e-01,6.036766222251997993e-01,4.595285317331690988e-01,6.626839423630423997e-01,5.533208206827839870e-01,4.001155260158803517e-01,4.125585574200534289e-01,3.596591732211911197e-01,4.516969010472492996e-01,4.299955012900409379e-01,1.620975382745521443e-01,4.730212142036822609e-01,5.142148754574289438e-01,5.136571146864506998e-01,3.723142498984016169e-01,4.571187305966036840e-01,5.685094658384718391e-01,5.235590886446497283e-01,5.594308224827809761e-01,5.833830890398008506e-01,5.596458334096360288e-01
5.809636795811602417e-01,5.557850075295743819e-01,6.543245009716480709e-01,3.380641089068029403e-01,5.648821735682629797e-01,5.352266635574460807e-01,6.218652102455567432e-01,4.918419280041679276e-01,2.904353994709784614e-01,4.681218452195244351e-01,4.105804170975800305e-01,4.181626855490715999e-01,4.818133709391917985e-01,3.788350203765485369e-01,5.352478179352005982e-01,4.432870370370370350e-01,5.047760783284710451e-01,4.641138576409867267e-01,5.036245788781723576e-01,4.791814575551482935e-01,4.941224080700593047e-01,6.347734559961848433e-01,5.352266635574460807e-01,7.143877373472905523e-01,1.000000000000000000e+00,6.571060491186789809e-01,4.778626704981107087e-01,5.448837045536371049e-01,4.600459385777608268e-01,5.903408372690013284e-01,6.055094110611182190e-01,4.897622991151436844e-01,5.969918335020789613e-01,5.012804118276029675e-01,5.166082924303900814e-01,4.244394931844700514e-01,5.039179831810657317e-01,4.241071428571429047e-01,3.080616184861621476e-01,4.071123162613123347e-01,3.379347780266396262e-01,4.281325431456775021e-01,4.260064336151291875e-01,2.136529794961812834e-01,4.518663946747574767e-01,3.117479820153283288e-01,3.505513478258479587e-01,3.568264967873375215e-01,3.818813079129865784e-01,4.459126077383488984e-01,5.046531907262026273e-01,4.941224080700592491e-01,5.617642910453551908e-01,4.548427500928589051e-01
6.186528651751971308e-01,5.641263429286229591e-01,6.592558621363551197e-01,4.655694693655008654e-01,5.776844341976633546e-01,4.506339672619927295e-01,5.552733196792172254e-01,5.173487891019494800e-01,2.310775311379827390e-01,4.574662417259229841e-01,4.876463286019303012e-01,4.622216305472430786e-01,5.434471869916438491e-01,4.463150164286619481e-01,4.329120402479315066e-01,4.354374062560830150e-01,6.522767552368561317e-01,4.321919872611384994e-01,3.853968253968254043e-01,5.611662626838993528e-01,5.032034628760613248e-01,6.208507381792699453e-01,5.037918615234610042e-01,7.289854040231295018e-01,6.571060491186789809e-01,1.000000000000000000e+00,4.844631357037068597e-01,5.741787697229969734e-01,4.992071935050259590e-01,6.937237397943554207e-01,6.533329966690417656e-01,5.407351128343031998e-01,5.285576636655647809e-01,4.819348784550395726e-01,4.796652748980677616e-01,4.177571189751038694e-01,5.382511362870362470e-01,4.316853862794903796e-01,3.171012483943719817e-01,4.465958968688236164e-01,3.175328901609810184e-01,4.216788483507140084e-01,4.197591583542430449e-01,1.165048733684175136e-01,4.412698412698412564e-01,3.161654210641994256e-01,3.467344466600320030e-01,3.351009202137626986e-01,3.109905004341010915e-01,5.325332929854351693e-01,4.574037021255367153e-01,4.524796315666760327e-01,5.376923891445788417e-01,5.643867437893835826e-01
5.654700440235600478e-01,4.277034967289480294e-01,5.908868192677473319e-01,6.354467613739926690e-02,6.707262337363448790e-01,4.336157225310158791e-01,5.992252711626147033e-01,3.446483827045375703e-01,3.023724562500154089e-01,5.453144791314091799e-01,4.063310845874415489e-01,5.281240647895284468e-01,2.912297844616858478e-01,3.513475667790968981e-01,4.345744680851064690e-01,4.766923091140006785e-01,3.856433255092539536e-01,3.855575568096942241e-01,4.724095829669010538e-01,3.994528861095607009e-01,5.883323661760161416e-01,4.966171346020755162e-01,2.894412253670509139e-01,6.433875851492091291e-01,4.778626704981107087e-01,4.844631357037068597e-01,1.000000000000000000e+00,4.476875899048632368e-01,6.779864699943802808e-01,5.114570475956795592e-01,5.656545950909492859e-01,5.453144791314092910e-01,5.403455771968038723e-01,3.988759946757515773e-01,5.734042553191489588e-01,3.394029912526350667e-01,4.063310845874415489e-01,4.336106227685954106e-01,2.812305001427817253e-01,4.055149751848100559e-01,2.972545803818711294e-02,1.824307136375911964e-01,2.396312118849253103e-01,2.165711942782203303e-01,2.198455288898215065e-01,5.157537788711251681e-01,5.275475918954172228e-01,3.162004142228139192e-01,4.962708265597297053e-01,4.900610876700794427e-01,3.726662092379225966e-01,4.966171346020755717e-01,3.603815204364417268e-01,3.665435016000421209e-01
4.416238037766944680e-01,4.499718860923749841e-01,4.733191394312488143e-01,2.587745847533828303e-01,5.034131165176919387e-01,4.391970162605261518e-01,4.293607759827141046e-01,7.135416666666666297e-01,2.124804295599230231e-01,3.201864766740800672e-01,5.022006578832927115e-01,4.453318813890353445e-01,4.778275485577367365e-01,4.076141188880864630e-01,5.177968731304857242e-01,4.209564317086701424e-01,6.149301314555194464e-01,4.564612949526508645e-01,4.063321549001753796e-01,4.886747534078592636e-01,3.268602252303067779e-01,4.809514742674512733e-01,4.208411573188709509e-01,5.748096812051110005e-01,5.448837045536371049e-01,5.741787697229969734e-01,4.476875899048632368e-01,1.000000000000000000e+00,4.640407858493442173e-01,7.533215689487366973e-01,5.775353766869084637e-01,4.700355078468721470e-01,4.903220713804161690e-01,4.014788205224535389e-01,5.530380310880864680e-01,3.835826524153718164e-01,3.633610463437159099e-01,3.518228964263942493e-01,2.339594545845564977e-01,4.401528611247227385e-01,2.917241164233086437e-01,4.009596555237029403e-01,3.310187497686689628e-01,2.219640016264304849e-01,3.125000000000000000e-01,4.140393356054126173e-01,4.293274203895030561e-01,3.116902033550217888e-01,3.481553119113957040e-01,5.070749646938295108e-01,4.574037021255367708e-01,3.933660408643114281e-01,4.746696774410520403e-01,5.541640624452950359e-01
5.647381826379502812e-01,5.107957098548516761e-01,5.445134575569356983e-01,1.621118638675528301e-01,6.074887622196909476e-01,4.433089261150919280e-01,6.114532302519586349e-01,3.597215394180963144e-01,3.850906317170778026e-01,5.900621118012421285e-01,4.070632421280352409e-01,5.388915819888814296e-01,3.509328089355333025e-01,4.193309519544421438e-01,4.973519739703666231e-01,5.251020507976086327e-01,4.589865088128363135e-01,4.166920103665247010e-01,3.854507636979523366e-01,4.783365558785470650e-01,5.908347974459046137e-01,4.530429365574603628e-01,3.465069769882232475e-01,6.611619691174904778e-01,4.600459385777608268e-01,4.992071935050259590e-01,6.779864699943802808e-01,4.640407858493442173e-01,1.000000000000000000e+00,5.724703291195777366e-01,5.472880964005706339e-01,4.015873015873016039e-01,6.892160467542214342e-01,3.913454490654026396e-01,6.355935769589350359e-01,4.031367029047077666e-01,4.984447862792268369e-01,4.506969110474416951e-01,2.921928951713718137e-01,3.926977143223808198e-01,1.441938469989701432e-01,2.573957808351147736e-01,2.288784864333653635e-01,1.979131233319198283e-02,3.343669275452116896e-01,5.486341331985489234e-01,4.952308186031472159e-01,3.904245674999631821e-01,5.091274783497637957e-01,4.047737184160336010e-01,3.756384095783967259e-01,4.298789137048412146e-01,3.686960719996998370e-01,4.283864403558084732e-01
4.611956161413646171e-01,6.455535256342405104e-01,5.791884353116681927e-01,4.547172287216094122e-01,5.020723652139494897e-01,4.743416490252568840e-01,5.359476374254519282e-01,6.421443399435795563e-01,2.543405157385539295e-01,4.301073883527476993e-01,4.616843818900596697e-01,4.760035068524813284e-01,4.629629629629629650e-01,4.073058236907995955e-01,5.155689901594201485e-01,3.594590142145099865e-01,6.086333081321109173e-01,4.542199791661351016e-01,3.975732839729453905e-01,5.367403739975304955e-01,3.445409294144679002e-01,4.944162337097615656e-01,4.019486323573338571e-01,6.293662232304281234e-01,5.903408372690013284e-01,6.937237397943554207e-01,5.114570475956795592e-01,7.533215689487366973e-01,5.724703291195777366e-01,1.000000000000000000e+00,5.932322991701712844e-01,4.301073883527477548e-01,5.769705065710932779e-01,3.932737119243198132e-01,5.996452852187753590e-01,4.275527552332849535e-01,5.277438710024160429e-01,4.556903769309549879e-01,2.678385007977578391e-01,6.258814558953201823e-01,4.157404813584405501e-01,5.175964321130928081e-01,3.125050443499247654e-01,2.763592795157263637e-01,3.642012674306869258e-01,3.907603816375422312e-01,4.743416490252568840e-01,3.458038663891163655e-01,3.845110679916554086e-01,4.778871469140977268e-01,3.995839832467759090e-01,3.610108006499819777e-01,5.064913259749362906e-01,5.390197070985487393e-01
