alibaba/qwen3.6-27b,alibaba/qwen3.6-max-preview,alibaba/qwen3.6-plus,alibaba/qwen3.7-max,alibaba/qwen3.8-max-cn,anthropic/claude-fruitcake-eap,anthropic/claude-nectarine-v5-p,anthropic/claude-nougat-p,anthropic/claude-queso-eap-max-effort,anthropic/claude-sonnet-5,arcee-ai/trinity-large-thinking,cohere/command-a-plus-05-2026,deepseek/deepseek-reasoner,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-pro,google/models/ajax,grok/grok-4.3,grok/grok-experimental-0410-1p5m,grok/v9-carrot,grok/v9-potato,kimi/kimi-k2.6-thinking,kimi/kimi-k2.7-code,meta/blue_tower,meta/emerald_lagoon,meta/glassy_lagoon,meta/quiet_sand,meta/super_nova_vals,minimax/MiniMax-M3,mistralai/mistral-medium-3.5,nvidia/nemotron-3-ultra-550b-a55b,openai/crest-alpha,openai/gpt-5-mini-2025-08-07,openai/gpt-5.6-luna,openai/iris-alpha,openai/iris-alpha-code-mode,openai/kindle-alpha,openai/nova-alpha,openai/summit-alpha,poolside/laguna-m.1,poolside/laguna-m.1:fast,poolside/laguna-xs.2,poolside/laguna-xs.2:fast,xiaomi/mimo-v2.5,xiaomi/mimo-v2.5-pro,zai/glm-5-turbo,zai/glm-5.1-thinking,zai/glm-5.2
4.366445100275094249e-01,5.270548726424355568e-01,5.106662484838085936e-01,5.567312429997736123e-01,3.505066141545177816e-01,1.783718199340837418e-01,3.507900727868689672e-01,4.000073723592351693e-01,3.181684765801777726e-01,1.029375885742091351e-01,1.000000000000000000e+00,4.695417415819724827e-01,nan,4.071234418909718267e-01,5.339785337879384697e-01,4.279357092333090917e-01,5.324954429108847975e-01,4.794890668425253466e-01,2.841615064310770711e-01,2.660355015330633233e-01,4.208710640449122020e-01,4.438025609985339348e-01,4.534961011056848901e-01,4.512191291487274714e-01,4.864352726044316455e-01,4.722096148708226915e-01,2.875920708591227504e-01,5.334557446683760862e-01,5.328506777505598313e-01,4.939183983233264574e-01,3.894695360665225148e-01,5.851541289743171781e-01,2.901568173767942183e-01,3.281743508999837022e-01,3.320062696082131115e-01,2.166969827390975156e-01,1.749208737993528384e-01,4.052358218685143676e-01,4.949030289689862472e-01,4.467374317224127034e-01,5.505413864102861599e-01,4.362411533886521031e-01,4.963121254882545408e-01,4.467303063963616316e-01,5.144302641679470156e-01,5.535898224357833630e-01,3.255491885839213451e-01
4.008918628686365948e-01,3.981658078716320270e-01,4.176129537076607723e-01,4.705373645620676282e-01,3.000032450499468539e-01,1.311220136214371057e-01,3.424418597645856321e-01,3.081620779806134580e-01,2.671889068630691755e-01,1.296769319392494513e-01,4.695417415819724827e-01,1.000000000000000000e+00,5.025189076296058266e-01,3.546675108349697791e-01,4.027580486504019341e-01,3.319154092423450830e-01,4.625537575913323818e-01,3.665379644061013686e-01,2.710232770537378544e-01,2.483290178451177388e-01,3.672696633942389433e-01,3.421124272733668814e-01,3.658778733214478884e-01,3.236222297248316226e-01,3.153666111941773598e-01,3.601250635628046592e-01,2.583525338486768463e-01,3.704840600201673162e-01,4.598141467282831352e-01,4.413559511103132826e-01,2.993674119954553570e-01,5.271636497345035810e-01,2.080066563195051010e-01,2.549249642552303685e-01,2.883752122960729913e-01,1.409253025988324581e-01,1.809231617548127946e-01,3.489576224085132461e-01,4.080697307089740655e-01,3.783516940196979816e-01,4.592793267718459083e-01,3.907714097602207892e-01,4.067886892319216297e-01,3.651621093341504976e-01,4.111807271686136467e-01,3.864984415824189168e-01,2.855938886394044363e-01
5.888888888888889062e-01,5.060480768510595695e-01,5.673649067577042349e-01,6.184009646551497097e-01,1.800984890797228677e-01,2.738612787525829262e-01,4.715027198381943618e-01,3.926850052412216852e-01,2.651372262228019472e-01,-1.014301032416975029e-01,nan,5.025189076296058266e-01,1.000000000000000000e+00,6.478948862714324353e-01,7.317379488334644355e-01,7.228973960122488940e-01,8.024906192543272976e-01,6.478948862714323242e-01,4.880935300919763131e-01,4.880935300919762021e-01,5.888888888888889062e-01,4.829546044006791106e-01,5.577912006267351508e-01,5.720775535473555662e-01,3.926850052412216852e-01,5.577912006267352618e-01,4.880935300919763131e-01,6.478948862714324353e-01,4.883962164037830567e-01,6.994180867113696243e-01,4.715027198381943618e-01,7.130765759621142674e-01,2.651372262228020582e-01,1.800984890797228954e-01,2.651372262228020582e-01,2.738612787525829817e-01,4.218092235362764369e-02,4.829546044006791106e-01,6.478948862714324353e-01,5.361932837170169108e-01,4.883962164037830567e-01,5.290720029117117473e-01,4.829546044006790551e-01,5.673649067577043459e-01,nan,6.478948862714324353e-01,1.800984890797228954e-01
5.206585338022972076e-01,5.370790798490585605e-01,5.229292642731132590e-01,5.312736759863857516e-01,4.237586578221699818e-01,1.888161490290482525e-01,4.860751543772267036e-01,4.461965663310238916e-01,3.695137954271103808e-01,6.279089877907965134e-01,4.071234418909718267e-01,3.546675108349697791e-01,6.478948862714324353e-01,1.000000000000000000e+00,6.070263587273110328e-01,5.076666304258858897e-01,5.330366551211658255e-01,5.050806196136067294e-01,4.559724531949969073e-01,3.870396722108486731e-01,5.388769533028764380e-01,5.368362604341222477e-01,5.400115493514874299e-01,5.127292488291745887e-01,5.013194262555523695e-01,5.184032262204144592e-01,7.564968940611772608e-01,5.374538029149301677e-01,5.002789823884580267e-01,5.264955696928295126e-01,4.970395853611033199e-01,6.279589252784792963e-01,2.974822276186563919e-01,3.997232953608463868e-01,3.645612592663238227e-01,2.192321528803763409e-01,6.470576849288611765e-01,5.013348500459416934e-01,4.656619110764604330e-01,7.387701646662441224e-01,4.891073584540847619e-01,7.394499309890177896e-01,5.321533958079791571e-01,5.555498726969346768e-01,4.232193266728696557e-01,5.388769533028763270e-01,4.262235368171891081e-01
6.706900706211551544e-01,6.826149314721070560e-01,7.413147285054176860e-01,6.916586055922094856e-01,5.775569660500187164e-01,3.046756519689314269e-01,7.013497305877385291e-01,6.432897494961687945e-01,5.349582075128684888e-01,1.573130297180705406e-01,5.339785337879384697e-01,4.027580486504019341e-01,7.317379488334644355e-01,6.070263587273110328e-01,1.000000000000000000e+00,7.615857630841498249e-01,7.209502005225173482e-01,7.124393599402639721e-01,6.240819707259986915e-01,5.785855409572175923e-01,7.538421132339194752e-01,7.460431187123984786e-01,7.803340683148027868e-01,7.561785046127946774e-01,7.773650447550694009e-01,7.185275330411835526e-01,5.106076669338013296e-01,6.571072625041842752e-01,6.964316962433897418e-01,7.009200196249758541e-01,6.813321376682903718e-01,6.826381094266704697e-01,4.416848065676623469e-01,5.524789605045351548e-01,5.343266542199274216e-01,2.919969028800518673e-01,2.495541782691033661e-01,6.807212427859392623e-01,6.020295096140628743e-01,5.290705366829321354e-01,6.081627522315048440e-01,4.919976044738003651e-01,7.149237071449069392e-01,7.638499549364115015e-01,6.889842691163144961e-01,7.597994556808447264e-01,5.736515039450120756e-01
6.085689664954305744e-01,6.152643842156577669e-01,6.117371657105327154e-01,5.745689129150680641e-01,5.155983856553979505e-01,2.420370335065945844e-01,6.309857232349099787e-01,5.762176237655014521e-01,4.946987200747001712e-01,2.138058501212957430e-01,4.279357092333090917e-01,3.319154092423450830e-01,7.228973960122488940e-01,5.076666304258858897e-01,7.615857630841498249e-01,1.000000000000000000e+00,6.079289968023824375e-01,6.151082690846499945e-01,6.150872519983698883e-01,6.007943873240915167e-01,6.152104965779542356e-01,6.671097781604460319e-01,6.910596016411441056e-01,7.295655009730862561e-01,6.624279486934191441e-01,6.530134864917069848e-01,4.657555113790948220e-01,5.826603487221885258e-01,5.507510850846903949e-01,5.990657966631520726e-01,6.309857232349100897e-01,5.663027982225111723e-01,3.780085840902089322e-01,4.867385144790734031e-01,4.456387395704393128e-01,2.312594923565828298e-01,2.237856564749334531e-01,6.285162597360028913e-01,5.215865944931111775e-01,4.614031930540991588e-01,5.262196355548400817e-01,4.336035255644737352e-01,5.638769436462637286e-01,6.194830873835580620e-01,6.167202426085937050e-01,6.730632852468066973e-01,4.673842161075510981e-01
6.673693747518479880e-01,6.574692889219302394e-01,6.707141079567546793e-01,6.245940503622732232e-01,4.841739705000212557e-01,2.406408864599064445e-01,5.734214045757579647e-01,5.674780947565452038e-01,4.553546502328476575e-01,1.189253676612386929e-01,5.324954429108847975e-01,4.625537575913323818e-01,8.024906192543272976e-01,5.330366551211658255e-01,7.209502005225173482e-01,6.079289968023824375e-01,1.000000000000000000e+00,6.164509272825104969e-01,4.879378169333345450e-01,4.965042174040756873e-01,6.592793222963585498e-01,6.412925822522609343e-01,5.843865423339291709e-01,6.029721574064647038e-01,6.147649361189194694e-01,6.021815915852045675e-01,4.066027594363645914e-01,6.010820257806950284e-01,6.367169897847004822e-01,6.571424586646689159e-01,5.267239490950171854e-01,6.510321708936875895e-01,3.640992778073922076e-01,4.265260902781485841e-01,4.337496869653387765e-01,2.445846205828109687e-01,2.503988157403381765e-01,5.849008761125181755e-01,5.773131224823238039e-01,4.958639543515171999e-01,5.672479860278312191e-01,5.067296074035178011e-01,6.664631143504383681e-01,6.626564086382100704e-01,6.304772341513351641e-01,6.697023812082721905e-01,4.738521372559068023e-01
5.984374119001468761e-01,6.157608447878616387e-01,6.588034830330342650e-01,6.140531458789713071e-01,4.645621448335277015e-01,2.437049328464580278e-01,5.564949229150640830e-01,5.509211326741634274e-01,4.464968939590021613e-01,1.570216660796905916e-01,4.794890668425253466e-01,3.665379644061013686e-01,6.478948862714323242e-01,5.050806196136067294e-01,7.124393599402639721e-01,6.151082690846499945e-01,6.164509272825104969e-01,1.000000000000000000e+00,5.461892993000255769e-01,4.898065733126561461e-01,6.042225878689936325e-01,6.056570298606736014e-01,6.764592670187538070e-01,6.210250679531577056e-01,6.435629578414301388e-01,5.790032435196993399e-01,4.529501966894143306e-01,5.371389673898727679e-01,6.175217228029763472e-01,5.794061637837707446e-01,5.447708483582218708e-01,6.191227204042455412e-01,3.506682935726168626e-01,4.317785379192339845e-01,4.392426470771768066e-01,2.241460098779274046e-01,2.357922964331465310e-01,5.580319903108482693e-01,5.770573937288239197e-01,5.145961612375336003e-01,5.115117941896885068e-01,4.364547109207941311e-01,6.355420838697632968e-01,5.993140990568797122e-01,5.649027197887794838e-01,6.460923535033221698e-01,4.799214101580512315e-01
4.949623446510397207e-01,5.079214723099337858e-01,5.034674749252211479e-01,4.793571642088565454e-01,4.675065324100394770e-01,3.441937404381920085e-01,5.736420537395997554e-01,5.443664089840896114e-01,4.608966527065985752e-01,2.274959091002507761e-01,2.841615064310770711e-01,2.710232770537378544e-01,4.880935300919763131e-01,4.559724531949969073e-01,6.240819707259986915e-01,6.150872519983698883e-01,4.879378169333345450e-01,5.461892993000255769e-01,1.000000000000000000e+00,6.693211785146420123e-01,5.937516797713793260e-01,5.704842405714096731e-01,5.661073876707656272e-01,5.821281700542042525e-01,5.810118702247907274e-01,5.622528475874035703e-01,4.303333384806217188e-01,4.705399185182337907e-01,4.752608361588885333e-01,5.075193785401986846e-01,5.893045282863310641e-01,4.724339887652535541e-01,4.255183594693363602e-01,5.225020765400745226e-01,4.844395192484374779e-01,2.932344009734761947e-01,2.918072394219524135e-01,5.748106476019336775e-01,3.927172410626285637e-01,3.723045916658238030e-01,3.863397037807720369e-01,3.629516951530529778e-01,5.137359527245926039e-01,5.591811809088285123e-01,5.412250689882399657e-01,5.518644853973097009e-01,4.953296810059436006e-01
4.645810519852514031e-01,4.920011127047465571e-01,4.756478923879350895e-01,4.244070146544520750e-01,4.546972750369165372e-01,3.437036757495705586e-01,5.515304016684072774e-01,5.377315134910907179e-01,5.239299769676272200e-01,2.362638121275748015e-01,2.660355015330633233e-01,2.483290178451177388e-01,4.880935300919762021e-01,3.870396722108486731e-01,5.785855409572175923e-01,6.007943873240915167e-01,4.965042174040756873e-01,4.898065733126561461e-01,6.693211785146420123e-01,1.000000000000000000e+00,5.111440304450343142e-01,5.029181346564528532e-01,5.252800620994818592e-01,5.417182171776087074e-01,5.536412852342712521e-01,4.799976498412520942e-01,4.522905479644774851e-01,4.845539432706831295e-01,4.666616341964979764e-01,4.878484093071596694e-01,5.515304016684072774e-01,4.319270935140631096e-01,3.933657521721458661e-01,5.422816171972556498e-01,5.669919732184863781e-01,3.295736364611170921e-01,3.579585138982240289e-01,5.219318853825563043e-01,3.510233489437862842e-01,3.148268295980096165e-01,4.031728311561763034e-01,2.814247138041271468e-01,4.960168862320952776e-01,5.423333493467306088e-01,4.694925671204933648e-01,4.978799648843889036e-01,6.010396832280834323e-01
6.536944280848114852e-01,6.552331864590807964e-01,6.247769627868391407e-01,6.118385648646886832e-01,5.367301947879637991e-01,2.614964999804662571e-01,6.021681296384371329e-01,6.100487025857658230e-01,4.823722721312598272e-01,1.511078549992430076e-01,4.208710640449122020e-01,3.672696633942389433e-01,5.888888888888889062e-01,5.388769533028764380e-01,7.538421132339194752e-01,6.152104965779542356e-01,6.592793222963585498e-01,6.042225878689936325e-01,5.937516797713793260e-01,5.111440304450343142e-01,1.000000000000000000e+00,6.990143622751858743e-01,6.522250470840528225e-01,6.797207009171937209e-01,7.281485623493985093e-01,6.339480838385491701e-01,4.378519282454869654e-01,5.669945582412895257e-01,6.217617839038829253e-01,6.356904498191593422e-01,6.270161996903658164e-01,6.063391591782637535e-01,3.828649171113206462e-01,4.714223018188600789e-01,4.964834795219197905e-01,2.590589243844997891e-01,2.239723651419391892e-01,6.087623924349430116e-01,5.439622244109907356e-01,4.762391690380365361e-01,4.859221694457626084e-01,4.275056293420750886e-01,6.692431294008563958e-01,6.880661623851779263e-01,6.754288538652781781e-01,6.894134350874080441e-01,5.454677900755586784e-01
6.268208273612154713e-01,6.678469630592885897e-01,6.139656586293130713e-01,6.063102956110240083e-01,5.698654877497616456e-01,2.789300427150950279e-01,6.265143853526061735e-01,5.595546272308258295e-01,4.812366449514815514e-01,1.774723872775420264e-01,4.438025609985339348e-01,3.421124272733668814e-01,4.829546044006791106e-01,5.368362604341222477e-01,7.460431187123984786e-01,6.671097781604460319e-01,6.412925822522609343e-01,6.056570298606736014e-01,5.704842405714096731e-01,5.029181346564528532e-01,6.990143622751858743e-01,1.000000000000000000e+00,6.944540095334122976e-01,7.453542615386317127e-01,7.252228721756072138e-01,6.503530152706888945e-01,4.682658120084626785e-01,5.526283584894542411e-01,6.191687527640148403e-01,6.306110946767252701e-01,6.137372432603312999e-01,5.899873678810206856e-01,3.867220248875526400e-01,5.160762558004337031e-01,4.870843303195232510e-01,3.004211360031981415e-01,2.590390399208796213e-01,6.352025747575634762e-01,5.106597630353818529e-01,4.683674485487571149e-01,5.122462035665562574e-01,4.010048223522593158e-01,6.300908046153362863e-01,6.554947143245962726e-01,6.426150642177397287e-01,6.761990883579854783e-01,5.680046409817719466e-01
